FIPS Code,Geography,Year,Program Type,Population
36101,Steuben County,2012,Intercensal Population Estimate,98620
36103,Suffolk County,2012,Intercensal Population Estimate,1508218
36105,Sullivan County,2012,Intercensal Population Estimate,77579
36107,Tioga County,2012,Intercensal Population Estimate,50399
36109,Tompkins County,2012,Intercensal Population Estimate,103790
36111,Ulster County,2012,Intercensal Population Estimate,182458
36113,Warren County,2012,Intercensal Population Estimate,65870
36115,Washington County,2012,Intercensal Population Estimate,63137
36117,Wayne County,2012,Intercensal Population Estimate,93444
36119,Westchester County,2012,Intercensal Population Estimate,968129
36121,Wyoming County,2012,Intercensal Population Estimate,41916
36123,Yates County,2012,Intercensal Population Estimate,25332
36000,New York State,2013,Intercensal Population Estimate,19892558
36001,Albany County,2013,Intercensal Population Estimate,310132
36003,Allegany County,2013,Intercensal Population Estimate,48163
36005,Bronx County,2013,Intercensal Population Estimate,1442945
36007,Broome County,2013,Intercensal Population Estimate,200808
36009,Cattaraugus County,2013,Intercensal Population Estimate,79338
36011,Cayuga County,2013,Intercensal Population Estimate,79129
36013,Chautauqua County,2013,Intercensal Population Estimate,133333
36015,Chemung County,2013,Intercensal Population Estimate,88643
36017,Chenango County,2013,Intercensal Population Estimate,49600
36019,Clinton County,2013,Intercensal Population Estimate,81521
36021,Columbia County,2013,Intercensal Population Estimate,62795
36023,Cortland County,2013,Intercensal Population Estimate,48759
36025,Delaware County,2013,Intercensal Population Estimate,46883
36027,Dutchess County,2013,Intercensal Population Estimate,297030
36029,Erie County,2013,Intercensal Population Estimate,932734
36031,Essex County,2013,Intercensal Population Estimate,38746
36033,Franklin County,2013,Intercensal Population Estimate,50423
36035,Fulton County,2013,Intercensal Population Estimate,54458
36037,Genesee County,2013,Intercensal Population Estimate,59536
36039,Greene County,2013,Intercensal Population Estimate,48540
36041,Hamilton County,2013,Intercensal Population Estimate,5007
36043,Herkimer County,2013,Intercensal Population Estimate,63591
36045,Jefferson County,2013,Intercensal Population Estimate,121238
36047,Kings County,2013,Intercensal Population Estimate,2649210
36049,Lewis County,2013,Intercensal Population Estimate,27205
36051,Livingston County,2013,Intercensal Population Estimate,64375
36053,Madison County,2013,Intercensal Population Estimate,71655
36055,Monroe County,2013,Intercensal Population Estimate,754196
36057,Montgomery County,2013,Intercensal Population Estimate,49853
36059,Nassau County,2013,Intercensal Population Estimate,1366077
36061,New York County,2013,Intercensal Population Estimate,1653028
36063,Niagara County,2013,Intercensal Population Estimate,215384
36065,Oneida County,2013,Intercensal Population Estimate,234805
36067,Onondaga County,2013,Intercensal Population Estimate,473710
36069,Ontario County,2013,Intercensal Population Estimate,109843
36071,Orange County,2013,Intercensal Population Estimate,379602
36073,Orleans County,2013,Intercensal Population Estimate,42313
36075,Oswego County,2013,Intercensal Population Estimate,121504
36077,Otsego County,2013,Intercensal Population Estimate,61519
36079,Putnam County,2013,Intercensal Population Estimate,99250
36081,Queens County,2013,Intercensal Population Estimate,2342084
36083,Rensselaer County,2013,Intercensal Population Estimate,160480
36085,Richmond County,2013,Intercensal Population Estimate,478250
36087,Rockland County,2013,Intercensal Population Estimate,323148
36089,St. Lawrence County,2013,Intercensal Population Estimate,112339
36091,Saratoga County,2013,Intercensal Population Estimate,225867
36093,Schenectady County,2013,Intercensal Population Estimate,155819
36095,Schoharie County,2013,Intercensal Population Estimate,31447
36097,Schuyler County,2013,Intercensal Population Estimate,18455
36099,Seneca County,2013,Intercensal Population Estimate,35165
36101,Steuben County,2013,Intercensal Population Estimate,98417
36103,Suffolk County,2013,Intercensal Population Estimate,1513565
36105,Sullivan County,2013,Intercensal Population Estimate,77879
36107,Tioga County,2013,Intercensal Population Estimate,50276
36109,Tompkins County,2013,Intercensal Population Estimate,105097
36111,Ulster County,2013,Intercensal Population Estimate,182025
36113,Warren County,2013,Intercensal Population Estimate,65735
36115,Washington County,2013,Intercensal Population Estimate,62960
36117,Wayne County,2013,Intercensal Population Estimate,92946
36119,Westchester County,2013,Intercensal Population Estimate,976839
36121,Wyoming County,2013,Intercensal Population Estimate,41678
36123,Yates County,2013,Intercensal Population Estimate,25206
36000,New York State,2014,Intercensal Population Estimate,20001317
36001,Albany County,2014,Intercensal Population Estimate,311784
36003,Allegany County,2014,Intercensal Population Estimate,47992
36005,Bronx County,2014,Intercensal Population Estimate,1458516
36007,Broome County,2014,Intercensal Population Estimate,201029
36009,Cattaraugus County,2014,Intercensal Population Estimate,79128
36011,Cayuga County,2014,Intercensal Population Estimate,78803
36013,Chautauqua County,2014,Intercensal Population Estimate,132379
36015,Chemung County,2014,Intercensal Population Estimate,87779
36017,Chenango County,2014,Intercensal Population Estimate,49484
36019,Clinton County,2014,Intercensal Population Estimate,81468
36021,Columbia County,2014,Intercensal Population Estimate,62796
36023,Cortland County,2014,Intercensal Population Estimate,48546
36025,Delaware County,2014,Intercensal Population Estimate,46668
36027,Dutchess County,2014,Intercensal Population Estimate,296127
36029,Erie County,2014,Intercensal Population Estimate,937256
36031,Essex County,2014,Intercensal Population Estimate,38511
36033,Franklin County,2014,Intercensal Population Estimate,50066
36035,Fulton County,2014,Intercensal Population Estimate,54077
36037,Genesee County,2014,Intercensal Population Estimate,59279
36039,Greene County,2014,Intercensal Population Estimate,48266
36041,Hamilton County,2014,Intercensal Population Estimate,5015
36043,Herkimer County,2014,Intercensal Population Estimate,63004
36045,Jefferson County,2014,Intercensal Population Estimate,121548
36047,Kings County,2014,Intercensal Population Estimate,2681874
36049,Lewis County,2014,Intercensal Population Estimate,27233
36051,Livingston County,2014,Intercensal Population Estimate,64264
36053,Madison County,2014,Intercensal Population Estimate,71160
36055,Monroe County,2014,Intercensal Population Estimate,755089
36057,Montgomery County,2014,Intercensal Population Estimate,49819
36059,Nassau County,2014,Intercensal Population Estimate,1372792
36061,New York County,2014,Intercensal Population Estimate,1663961
36063,Niagara County,2014,Intercensal Population Estimate,214977
36065,Oneida County,2014,Intercensal Population Estimate,234511
36067,Onondaga County,2014,Intercensal Population Estimate,474543
36069,Ontario County,2014,Intercensal Population Estimate,110374
36071,Orange County,2014,Intercensal Population Estimate,381725
36073,Orleans County,2014,Intercensal Population Estimate,41968
36075,Oswego County,2014,Intercensal Population Estimate,121026
36077,Otsego County,2014,Intercensal Population Estimate,60818
36079,Putnam County,2014,Intercensal Population Estimate,99020
36081,Queens County,2014,Intercensal Population Estimate,2370533
36083,Rensselaer County,2014,Intercensal Population Estimate,160884
36085,Richmond County,2014,Intercensal Population Estimate,480354
36087,Rockland County,2014,Intercensal Population Estimate,326165
36089,St. Lawrence County,2014,Intercensal Population Estimate,111962
36091,Saratoga County,2014,Intercensal Population Estimate,226849
36093,Schenectady County,2014,Intercensal Population Estimate,156148
36095,Schoharie County,2014,Intercensal Population Estimate,31173
36097,Schuyler County,2014,Intercensal Population Estimate,18267
36099,Seneca County,2014,Intercensal Population Estimate,34788
36101,Steuben County,2014,Intercensal Population Estimate,97618
36103,Suffolk County,2014,Intercensal Population Estimate,1516702
36105,Sullivan County,2014,Intercensal Population Estimate,76858
36107,Tioga County,2014,Intercensal Population Estimate,50048
36109,Tompkins County,2014,Intercensal Population Estimate,105399
36111,Ulster County,2014,Intercensal Population Estimate,182140
36113,Warren County,2014,Intercensal Population Estimate,65709
36115,Washington County,2014,Intercensal Population Estimate,62732
36117,Wayne County,2014,Intercensal Population Estimate,92585
36119,Westchester County,2014,Intercensal Population Estimate,983034
36121,Wyoming County,2014,Intercensal Population Estimate,41549
36123,Yates County,2014,Intercensal Population Estimate,25145
36000,New York State,2015,Intercensal Population Estimate,20087023
36001,Albany County,2015,Intercensal Population Estimate,313127
36003,Allegany County,2015,Intercensal Population Estimate,47749
36005,Bronx County,2015,Intercensal Population Estimate,1474117
36007,Broome County,2015,Intercensal Population Estimate,200593
36009,Cattaraugus County,2015,Intercensal Population Estimate,78482
36011,Cayuga County,2015,Intercensal Population Estimate,78349
36013,Chautauqua County,2015,Intercensal Population Estimate,131307
36015,Chemung County,2015,Intercensal Population Estimate,87438
36017,Chenango County,2015,Intercensal Population Estimate,48973
36019,Clinton County,2015,Intercensal Population Estimate,80724
36021,Columbia County,2015,Intercensal Population Estimate,62488
36023,Cortland County,2015,Intercensal Population Estimate,48050
36025,Delaware County,2015,Intercensal Population Estimate,46020
36027,Dutchess County,2015,Intercensal Population Estimate,295297
36029,Erie County,2015,Intercensal Population Estimate,939783
36031,Essex County,2015,Intercensal Population Estimate,38193
36033,Franklin County,2015,Intercensal Population Estimate,49262
36035,Fulton County,2015,Intercensal Population Estimate,53982
36037,Genesee County,2015,Intercensal Population Estimate,59148
36039,Greene County,2015,Intercensal Population Estimate,47997
36041,Hamilton County,2015,Intercensal Population Estimate,5088
36043,Herkimer County,2015,Intercensal Population Estimate,62178
36045,Jefferson County,2015,Intercensal Population Estimate,120772
36047,Kings County,2015,Intercensal Population Estimate,2708040
36049,Lewis County,2015,Intercensal Population Estimate,27006
36051,Livingston County,2015,Intercensal Population Estimate,63954
36053,Madison County,2015,Intercensal Population Estimate,70430
36055,Monroe County,2015,Intercensal Population Estimate,755118
36057,Montgomery County,2015,Intercensal Population Estimate,49737
36059,Nassau County,2015,Intercensal Population Estimate,1377148
36061,New York County,2015,Intercensal Population Estimate,1677134
36063,Niagara County,2015,Intercensal Population Estimate,214424
36065,Oneida County,2015,Intercensal Population Estimate,233632
36067,Onondaga County,2015,Intercensal Population Estimate,475053
36069,Ontario County,2015,Intercensal Population Estimate,110555
36071,Orange County,2015,Intercensal Population Estimate,384285
36073,Orleans County,2015,Intercensal Population Estimate,41610
36075,Oswego County,2015,Intercensal Population Estimate,120276
36077,Otsego County,2015,Intercensal Population Estimate,60333
36079,Putnam County,2015,Intercensal Population Estimate,98681
36081,Queens County,2015,Intercensal Population Estimate,2394554
36083,Rensselaer County,2015,Intercensal Population Estimate,160851
36085,Richmond County,2015,Intercensal Population Estimate,482745
36087,Rockland County,2015,Intercensal Population Estimate,329169
36089,St. Lawrence County,2015,Intercensal Population Estimate,110999
36091,Saratoga County,2015,Intercensal Population Estimate,228953
36093,Schenectady County,2015,Intercensal Population Estimate,156130
36095,Schoharie County,2015,Intercensal Population Estimate,30674
36097,Schuyler County,2015,Intercensal Population Estimate,18140
36099,Seneca County,2015,Intercensal Population Estimate,34687
36101,Steuben County,2015,Intercensal Population Estimate,96889
36103,Suffolk County,2015,Intercensal Population Estimate,1518120
36105,Sullivan County,2015,Intercensal Population Estimate,76341
36107,Tioga County,2015,Intercensal Population Estimate,49629
36109,Tompkins County,2015,Intercensal Population Estimate,105495
36111,Ulster County,2015,Intercensal Population Estimate,181801
36113,Warren County,2015,Intercensal Population Estimate,65457
36115,Washington County,2015,Intercensal Population Estimate,62559
36117,Wayne County,2015,Intercensal Population Estimate,92262
36119,Westchester County,2015,Intercensal Population Estimate,988474
36121,Wyoming County,2015,Intercensal Population Estimate,41437
36123,Yates County,2015,Intercensal Population Estimate,25124
36000,New York State,2016,Intercensal Population Estimate,20148134
36001,Albany County,2016,Intercensal Population Estimate,314486
36003,Allegany County,2016,Intercensal Population Estimate,47535
36005,Bronx County,2016,Intercensal Population Estimate,1484928
36007,Broome County,2016,Intercensal Population Estimate,200068
36009,Cattaraugus County,2016,Intercensal Population Estimate,78356
36011,Cayuga County,2016,Intercensal Population Estimate,77728
36013,Chautauqua County,2016,Intercensal Population Estimate,130173
36015,Chemung County,2016,Intercensal Population Estimate,86486
36017,Chenango County,2016,Intercensal Population Estimate,48538
36019,Clinton County,2016,Intercensal Population Estimate,80478
36021,Columbia County,2016,Intercensal Population Estimate,62037
36023,Cortland County,2016,Intercensal Population Estimate,47654
36025,Delaware County,2016,Intercensal Population Estimate,45547
36027,Dutchess County,2016,Intercensal Population Estimate,294484
36029,Erie County,2016,Intercensal Population Estimate,941531
36031,Essex County,2016,Intercensal Population Estimate,37957
36033,Franklin County,2016,Intercensal Population Estimate,49536
36035,Fulton County,2016,Intercensal Population Estimate,53845
36037,Genesee County,2016,Intercensal Population Estimate,58809
36039,Greene County,2016,Intercensal Population Estimate,47928
36041,Hamilton County,2016,Intercensal Population Estimate,5020
36043,Herkimer County,2016,Intercensal Population Estimate,61862
36045,Jefferson County,2016,Intercensal Population Estimate,118321
36047,Kings County,2016,Intercensal Population Estimate,2726337
36049,Lewis County,2016,Intercensal Population Estimate,26874
36051,Livingston County,2016,Intercensal Population Estimate,63558
36053,Madison County,2016,Intercensal Population Estimate,69820
36055,Monroe County,2016,Intercensal Population Estimate,755191
36057,Montgomery County,2016,Intercensal Population Estimate,49433
36059,Nassau County,2016,Intercensal Population Estimate,1382459
36061,New York County,2016,Intercensal Population Estimate,1684128
36063,Niagara County,2016,Intercensal Population Estimate,213976
36065,Oneida County,2016,Intercensal Population Estimate,233132
36067,Onondaga County,2016,Intercensal Population Estimate,474540
36069,Ontario County,2016,Intercensal Population Estimate,110814
36071,Orange County,2016,Intercensal Population Estimate,387868
36073,Orleans County,2016,Intercensal Population Estimate,41422
36075,Oswego County,2016,Intercensal Population Estimate,119517
36077,Otsego County,2016,Intercensal Population Estimate,59907
36079,Putnam County,2016,Intercensal Population Estimate,98185
36081,Queens County,2016,Intercensal Population Estimate,2412601
36083,Rensselaer County,2016,Intercensal Population Estimate,161024
36085,Richmond County,2016,Intercensal Population Estimate,486598
36087,Rockland County,2016,Intercensal Population Estimate,330652
36089,St. Lawrence County,2016,Intercensal Population Estimate,110221
36091,Saratoga County,2016,Intercensal Population Estimate,230489
36093,Schenectady County,2016,Intercensal Population Estimate,156089
36095,Schoharie County,2016,Intercensal Population Estimate,30443
36097,Schuyler County,2016,Intercensal Population Estimate,18098
36099,Seneca County,2016,Intercensal Population Estimate,34575
36101,Steuben County,2016,Intercensal Population Estimate,96189
36103,Suffolk County,2016,Intercensal Population Estimate,1517810
36105,Sullivan County,2016,Intercensal Population Estimate,76688
36107,Tioga County,2016,Intercensal Population Estimate,49142
36109,Tompkins County,2016,Intercensal Population Estimate,105790
36111,Ulster County,2016,Intercensal Population Estimate,181552
36113,Warren County,2016,Intercensal Population Estimate,65725
36115,Washington County,2016,Intercensal Population Estimate,62148
36117,Wayne County,2016,Intercensal Population Estimate,91950
36119,Westchester County,2016,Intercensal Population Estimate,993783
36121,Wyoming County,2016,Intercensal Population Estimate,41044
36123,Yates County,2016,Intercensal Population Estimate,25055
36000,New York State,2017,Intercensal Population Estimate,20187407
36001,Albany County,2017,Intercensal Population Estimate,315662
36003,Allegany County,2017,Intercensal Population Estimate,47216
36005,Bronx County,2017,Intercensal Population Estimate,1487801
36007,Broome County,2017,Intercensal Population Estimate,199626
36009,Cattaraugus County,2017,Intercensal Population Estimate,77947
36011,Cayuga County,2017,Intercensal Population Estimate,77532
36013,Chautauqua County,2017,Intercensal Population Estimate,129425
36015,Chemung County,2017,Intercensal Population Estimate,85747
36017,Chenango County,2017,Intercensal Population Estimate,48089
36019,Clinton County,2017,Intercensal Population Estimate,80546
36021,Columbia County,2017,Intercensal Population Estimate,61746
36023,Cortland County,2017,Intercensal Population Estimate,47491
36025,Delaware County,2017,Intercensal Population Estimate,45234
36027,Dutchess County,2017,Intercensal Population Estimate,295158
36029,Erie County,2017,Intercensal Population Estimate,945520
36031,Essex County,2017,Intercensal Population Estimate,37825
36033,Franklin County,2017,Intercensal Population Estimate,48696
36035,Fulton County,2017,Intercensal Population Estimate,54049
36037,Genesee County,2017,Intercensal Population Estimate,58739
36039,Greene County,2017,Intercensal Population Estimate,47921
36041,Hamilton County,2017,Intercensal Population Estimate,5012
36043,Herkimer County,2017,Intercensal Population Estimate,61529
36045,Jefferson County,2017,Intercensal Population Estimate,119335
36047,Kings County,2017,Intercensal Population Estimate,2731444
36049,Lewis County,2017,Intercensal Population Estimate,26858
36051,Livingston County,2017,Intercensal Population Estimate,62976
36053,Madison County,2017,Intercensal Population Estimate,69130
36055,Monroe County,2017,Intercensal Population Estimate,756333
36057,Montgomery County,2017,Intercensal Population Estimate,49425
36059,Nassau County,2017,Intercensal Population Estimate,1387871
36061,New York County,2017,Intercensal Population Estimate,1687323
36063,Niagara County,2017,Intercensal Population Estimate,213719
36065,Oneida County,2017,Intercensal Population Estimate,233181
36067,Onondaga County,2017,Intercensal Population Estimate,473907
36069,Ontario County,2017,Intercensal Population Estimate,111351
36071,Orange County,2017,Intercensal Population Estimate,391464
36073,Orleans County,2017,Intercensal Population Estimate,40991
36075,Oswego County,2017,Intercensal Population Estimate,119152
36077,Otsego County,2017,Intercensal Population Estimate,59690
36079,Putnam County,2017,Intercensal Population Estimate,98241
36081,Queens County,2017,Intercensal Population Estimate,2418581
36083,Rensselaer County,2017,Intercensal Population Estimate,161201
36085,Richmond County,2017,Intercensal Population Estimate,490246
36087,Rockland County,2017,Intercensal Population Estimate,333207
36089,St. Lawrence County,2017,Intercensal Population Estimate,109597
36091,Saratoga County,2017,Intercensal Population Estimate,233142
36093,Schenectady County,2017,Intercensal Population Estimate,156591
36095,Schoharie County,2017,Intercensal Population Estimate,30246
36097,Schuyler County,2017,Intercensal Population Estimate,18052
36099,Seneca County,2017,Intercensal Population Estimate,34119
36101,Steuben County,2017,Intercensal Population Estimate,95467
36103,Suffolk County,2017,Intercensal Population Estimate,1519947
36105,Sullivan County,2017,Intercensal Population Estimate,77059
36107,Tioga County,2017,Intercensal Population Estimate,48989
36109,Tompkins County,2017,Intercensal Population Estimate,105919
36111,Ulster County,2017,Intercensal Population Estimate,181558
36113,Warren County,2017,Intercensal Population Estimate,65798
36115,Washington County,2017,Intercensal Population Estimate,61989
36117,Wayne County,2017,Intercensal Population Estimate,91736
36119,Westchester County,2017,Intercensal Population Estimate,997084
36121,Wyoming County,2017,Intercensal Population Estimate,40985
36123,Yates County,2017,Intercensal Population Estimate,24992
36000,New York State,2018,Intercensal Population Estimate,20219472
36001,Albany County,2018,Intercensal Population Estimate,315501
36003,Allegany County,2018,Intercensal Population Estimate,46908
36005,Bronx County,2018,Intercensal Population Estimate,1486756
36007,Broome County,2018,Intercensal Population Estimate,199471
36009,Cattaraugus County,2018,Intercensal Population Estimate,77599
36011,Cayuga County,2018,Intercensal Population Estimate,77164
36013,Chautauqua County,2018,Intercensal Population Estimate,128655
36015,Chemung County,2018,Intercensal Population Estimate,85081
36017,Chenango County,2018,Intercensal Population Estimate,47784
36019,Clinton County,2018,Intercensal Population Estimate,80619
36021,Columbia County,2018,Intercensal Population Estimate,61482
36023,Cortland County,2018,Intercensal Population Estimate,47330
36025,Delaware County,2018,Intercensal Population Estimate,44820
36027,Dutchess County,2018,Intercensal Population Estimate,295687
36029,Erie County,2018,Intercensal Population Estimate,949686
36031,Essex County,2018,Intercensal Population Estimate,37656
36033,Franklin County,2018,Intercensal Population Estimate,48298
36035,Fulton County,2018,Intercensal Population Estimate,53921
36037,Genesee County,2018,Intercensal Population Estimate,58546
36039,Greene County,2018,Intercensal Population Estimate,47991
36041,Hamilton County,2018,Intercensal Population Estimate,5063
36043,Herkimer County,2018,Intercensal Population Estimate,61004
36045,Jefferson County,2018,Intercensal Population Estimate,118919
36047,Kings County,2018,Intercensal Population Estimate,2736071
36049,Lewis County,2018,Intercensal Population Estimate,26790
36051,Livingston County,2018,Intercensal Population Estimate,62681
36053,Madison County,2018,Intercensal Population Estimate,69060
36055,Monroe County,2018,Intercensal Population Estimate,758810
36057,Montgomery County,2018,Intercensal Population Estimate,49754
36059,Nassau County,2018,Intercensal Population Estimate,1392254
36061,New York County,2018,Intercensal Population Estimate,1694959
36063,Niagara County,2018,Intercensal Population Estimate,213495
36065,Oneida County,2018,Intercensal Population Estimate,233073
36067,Onondaga County,2018,Intercensal Population Estimate,475617
36069,Ontario County,2018,Intercensal Population Estimate,111896
36071,Orange County,2018,Intercensal Population Estimate,395573
36073,Orleans County,2018,Intercensal Population Estimate,40910
36075,Oswego County,2018,Intercensal Population Estimate,118325
36077,Otsego County,2018,Intercensal Population Estimate,59527
36079,Putnam County,2018,Intercensal Population Estimate,98120
36081,Queens County,2018,Intercensal Population Estimate,2415645
36083,Rensselaer County,2018,Intercensal Population Estimate,161713
36085,Richmond County,2018,Intercensal Population Estimate,492946
36087,Rockland County,2018,Intercensal Population Estimate,335450
36089,St. Lawrence County,2018,Intercensal Population Estimate,109477
36091,Saratoga County,2018,Intercensal Population Estimate,234483
36093,Schenectady County,2018,Intercensal Population Estimate,157467
36095,Schoharie County,2018,Intercensal Population Estimate,30028
36097,Schuyler County,2018,Intercensal Population Estimate,18003
36099,Seneca County,2018,Intercensal Population Estimate,34078
36101,Steuben County,2018,Intercensal Population Estimate,94839
36103,Suffolk County,2018,Intercensal Population Estimate,1523333
36105,Sullivan County,2018,Intercensal Population Estimate,77723
36107,Tioga County,2018,Intercensal Population Estimate,48891
36109,Tompkins County,2018,Intercensal Population Estimate,106009
36111,Ulster County,2018,Intercensal Population Estimate,181819
36113,Warren County,2018,Intercensal Population Estimate,65853
36115,Washington County,2018,Intercensal Population Estimate,61777
36117,Wayne County,2018,Intercensal Population Estimate,91597
36119,Westchester County,2018,Intercensal Population Estimate,999708
36121,Wyoming County,2018,Intercensal Population Estimate,40851
36123,Yates County,2018,Intercensal Population Estimate,24926
36000,New York State,2019,Intercensal Population Estimate,20220321
36001,Albany County,2019,Intercensal Population Estimate,314630
36003,Allegany County,2019,Intercensal Population Estimate,46613
36005,Bronx County,2019,Intercensal Population Estimate,1479222
36007,Broome County,2019,Intercensal Population Estimate,198864
36009,Cattaraugus County,2019,Intercensal Population Estimate,77184
36011,Cayuga County,2019,Intercensal Population Estimate,76497
36013,Chautauqua County,2019,Intercensal Population Estimate,127913
36015,Chemung County,2019,Intercensal Population Estimate,84580
36017,Chenango County,2019,Intercensal Population Estimate,47549
36019,Clinton County,2019,Intercensal Population Estimate,79968
36021,Columbia County,2019,Intercensal Population Estimate,61410
36023,Cortland County,2019,Intercensal Population Estimate,46972
36025,Delaware County,2019,Intercensal Population Estimate,44576
36027,Dutchess County,2019,Intercensal Population Estimate,296034
36029,Erie County,2019,Intercensal Population Estimate,952161
36031,Essex County,2019,Intercensal Population Estimate,37376
36033,Franklin County,2019,Intercensal Population Estimate,47830
36035,Fulton County,2019,Intercensal Population Estimate,53634
36037,Genesee County,2019,Intercensal Population Estimate,58576
36039,Greene County,2019,Intercensal Population Estimate,47872
36041,Hamilton County,2019,Intercensal Population Estimate,5122
36043,Herkimer County,2019,Intercensal Population Estimate,60509
36045,Jefferson County,2019,Intercensal Population Estimate,117602
36047,Kings County,2019,Intercensal Population Estimate,2737209
36049,Lewis County,2019,Intercensal Population Estimate,26651
36051,Livingston County,2019,Intercensal Population Estimate,62219
36053,Madison County,2019,Intercensal Population Estimate,68498
36055,Monroe County,2019,Intercensal Population Estimate,758941
36057,Montgomery County,2019,Intercensal Population Estimate,49638
36059,Nassau County,2019,Intercensal Population Estimate,1395123
36061,New York County,2019,Intercensal Population Estimate,1702471
36063,Niagara County,2019,Intercensal Population Estimate,213145
36065,Oneida County,2019,Intercensal Population Estimate,232323
36067,Onondaga County,2019,Intercensal Population Estimate,476259
36069,Ontario County,2019,Intercensal Population Estimate,112153
36071,Orange County,2019,Intercensal Population Estimate,399706
36073,Orleans County,2019,Intercensal Population Estimate,40577
36075,Oswego County,2019,Intercensal Population Estimate,117837
36077,Otsego County,2019,Intercensal Population Estimate,59010
36079,Putnam County,2019,Intercensal Population Estimate,97669
36081,Queens County,2019,Intercensal Population Estimate,2411304
36083,Rensselaer County,2019,Intercensal Population Estimate,161516
36085,Richmond County,2019,Intercensal Population Estimate,494545
36087,Rockland County,2019,Intercensal Population Estimate,337332
36089,St. Lawrence County,2019,Intercensal Population Estimate,108824
36091,Saratoga County,2019,Intercensal Population Estimate,234518
36093,Schenectady County,2019,Intercensal Population Estimate,157939
36095,Schoharie County,2019,Intercensal Population Estimate,29758
36097,Schuyler County,2019,Intercensal Population Estimate,17993
36099,Seneca County,2019,Intercensal Population Estimate,33966
36101,Steuben County,2019,Intercensal Population Estimate,94165
36103,Suffolk County,2019,Intercensal Population Estimate,1524358
36105,Sullivan County,2019,Intercensal Population Estimate,78177
36107,Tioga County,2019,Intercensal Population Estimate,48641
36109,Tompkins County,2019,Intercensal Population Estimate,106038
36111,Ulster County,2019,Intercensal Population Estimate,181643
36113,Warren County,2019,Intercensal Population Estimate,65755
36115,Washington County,2019,Intercensal Population Estimate,61665
36117,Wayne County,2019,Intercensal Population Estimate,91483
36119,Westchester County,2019,Intercensal Population Estimate,1002976
36121,Wyoming County,2019,Intercensal Population Estimate,40737
36123,Yates County,2019,Intercensal Population Estimate,24865
36000,New York State,2020,Postcensal Population Estimate,20104710
36001,Albany County,2020,Postcensal Population Estimate,314018
36003,Allegany County,2020,Postcensal Population Estimate,47328
36005,Bronx County,2020,Postcensal Population Estimate,1461151
36007,Broome County,2020,Postcensal Population Estimate,198156
36009,Cattaraugus County,2020,Postcensal Population Estimate,76974
36011,Cayuga County,2020,Postcensal Population Estimate,76147
36013,Chautauqua County,2020,Postcensal Population Estimate,127376
36015,Chemung County,2020,Postcensal Population Estimate,83668
36017,Chenango County,2020,Postcensal Population Estimate,47064
36019,Clinton County,2020,Postcensal Population Estimate,79699
36021,Columbia County,2020,Postcensal Population Estimate,61414
36023,Cortland County,2020,Postcensal Population Estimate,46741
36025,Delaware County,2020,Postcensal Population Estimate,44231
36027,Dutchess County,2020,Postcensal Population Estimate,295901
36029,Erie County,2020,Postcensal Population Estimate,952342
36031,Essex County,2020,Postcensal Population Estimate,37275
36033,Franklin County,2020,Postcensal Population Estimate,47477
36035,Fulton County,2020,Postcensal Population Estimate,53100
36037,Genesee County,2020,Postcensal Population Estimate,58302
36039,Greene County,2020,Postcensal Population Estimate,47752
36041,Hamilton County,2020,Postcensal Population Estimate,5079
36043,Herkimer County,2020,Postcensal Population Estimate,60037
36045,Jefferson County,2020,Postcensal Population Estimate,116069
36047,Kings County,2020,Postcensal Population Estimate,2718447
36049,Lewis County,2020,Postcensal Population Estimate,26560
36051,Livingston County,2020,Postcensal Population Estimate,61590
36053,Madison County,2020,Postcensal Population Estimate,67935
36055,Monroe County,2020,Postcensal Population Estimate,757551
36057,Montgomery County,2020,Postcensal Population Estimate,49485
36059,Nassau County,2020,Postcensal Population Estimate,1390491
36061,New York County,2020,Postcensal Population Estimate,1677232
36063,Niagara County,2020,Postcensal Population Estimate,212126
36065,Oneida County,2020,Postcensal Population Estimate,231082
36067,Onondaga County,2020,Postcensal Population Estimate,474192
36069,Ontario County,2020,Postcensal Population Estimate,112363
36071,Orange County,2020,Postcensal Population Estimate,400986
36073,Orleans County,2020,Postcensal Population Estimate,40135
36075,Oswego County,2020,Postcensal Population Estimate,117429
36077,Otsego County,2020,Postcensal Population Estimate,58373
36079,Putnam County,2020,Postcensal Population Estimate,97635
36081,Queens County,2020,Postcensal Population Estimate,2388864
36083,Rensselaer County,2020,Postcensal Population Estimate,160871
36085,Richmond County,2020,Postcensal Population Estimate,494598
36087,Rockland County,2020,Postcensal Population Estimate,337367
36089,St. Lawrence County,2020,Postcensal Population Estimate,108329
36091,Saratoga County,2020,Postcensal Population Estimate,235793
36093,Schenectady County,2020,Postcensal Population Estimate,159289
36095,Schoharie County,2020,Postcensal Population Estimate,29753
36097,Schuyler County,2020,Postcensal Population Estimate,17864
36099,Seneca County,2020,Postcensal Population Estimate,33516
36101,Steuben County,2020,Postcensal Population Estimate,93309
36103,Suffolk County,2020,Postcensal Population Estimate,1522064
36105,Sullivan County,2020,Postcensal Population Estimate,78453
36107,Tioga County,2020,Postcensal Population Estimate,48348
36109,Tompkins County,2020,Postcensal Population Estimate,99772
36111,Ulster County,2020,Postcensal Population Estimate,181271
36113,Warren County,2020,Postcensal Population Estimate,65609
36115,Washington County,2020,Postcensal Population Estimate,61091
